device,visitor_type,time_of_day,day_type,session_duration_min,page_views,items_to_cart,days_since_last_visit,main_product_category,delivery_speed,return_policy,product_rating_mean,purchase
mobile,new,evening,weekday,1.64,8,0,169,electronics,standard,basic,4.14,0
mobile,returning,afternoon,weekday,8.33,6,0,26,home,standard,extended,3.88,0
desktop,returning,afternoon,weekday,7.5,16,1,7,home,standard,basic,4.24,1
desktop,new,evening,weekday,4.29,11,2,153,electronics,standard,extended,4.17,0
mobile,returning,morning,weekday,1.4,7,1,6,fashion,express,basic,4.79,1
desktop,new,morning,weekday,0.4,8,0,147,sports,express,basic,4.44,0
mobile,new,afternoon,weekday,8.21,5,0,276,electronics,standard,basic,4.34,1
mobile,returning,morning,weekend,4.44,3,0,11,home,standard,basic,4.39,0
desktop,returning,evening,weekday,7.5,7,1,27,home,express,basic,4.07,1
mobile,returning,morning,weekend,3.11,8,0,9,fashion,standard,basic,3.93,0
desktop,new,morning,weekday,3.85,6,1,275,fashion,next_day,extended,3.93,0
mobile,new,night,weekday,3.26,4,0,98,fashion,standard,basic,4.51,0
desktop,new,night,weekday,5.01,6,0,110,fashion,next_day,basic,4.06,1
mobile,new,afternoon,weekday,3.69,6,2,341,home,standard,basic,4.25,1
mobile,new,afternoon,weekday,1.56,8,0,225,sports,express,basic,4.11,0
mobile,new,evening,weekday,1.94,5,0,325,sports,standard,basic,3.97,0
mobile,new,morning,weekend,3.83,5,0,320,electronics,express,basic,4.4,0
desktop,returning,afternoon,weekday,1.82,7,0,18,sports,standard,basic,4.17,0
mobile,new,morning,weekend,2.07,6,0,207,fashion,standard,basic,4.88,0
mobile,new,afternoon,weekday,3.18,4,0,153,sports,express,basic,3.97,0
mobile,returning,night,weekday,6.13,7,0,27,electronics,standard,basic,3.6,0
mobile,new,evening,weekday,7.06,9,0,248,home,standard,extended,3.84,0
desktop,returning,night,weekday,4.5,5,0,11,beauty,standard,extended,4.14,0
mobile,new,evening,weekday,4.28,6,0,319,fashion,express,basic,3.71,0
tablet,new,evening,weekday,0.4,7,0,278,books,express,extended,4.49,0
mobile,returning,evening,weekday,6.4,7,0,19,electronics,standard,extended,4.25,1
desktop,new,evening,weekend,3.19,3,1,147,electronics,express,basic,4.11,0
mobile,new,afternoon,weekday,2.85,5,1,221,home,next_day,basic,4.32,0
mobile,returning,afternoon,weekend,5.8,7,1,11,beauty,express,basic,4.34,1
desktop,new,afternoon,weekday,5.59,8,1,320,fashion,standard,basic,4.36,0
tablet,returning,afternoon,weekday,2.05,7,0,15,fashion,standard,extended,3.91,0
desktop,returning,afternoon,weekday,7.68,11,0,8,electronics,standard,extended,4.07,0
mobile,returning,morning,weekday,4.72,6,0,11,sports,standard,basic,4.17,0
mobile,new,evening,weekend,6.56,3,0,79,home,standard,basic,4.29,0
desktop,new,afternoon,weekend,7.57,8,1,189,fashion,express,extended,4.04,0
mobile,returning,afternoon,weekday,8.47,8,2,36,fashion,express,basic,3.69,1
desktop,new,afternoon,weekday,1.21,3,0,167,books,express,basic,4.26,0
desktop,new,morning,weekend,5.04,4,0,111,books,standard,basic,4.37,0
mobile,new,night,weekday,0.69,6,1,38,electronics,standard,extended,4.59,0
desktop,new,afternoon,weekday,6.93,5,0,252,home,express,extended,4.54,1
desktop,new,afternoon,weekday,7.73,3,0,279,electronics,standard,basic,3.71,0
mobile,new,morning,weekday,5.85,5,2,74,fashion,next_day,extended,3.78,1
mobile,new,evening,weekday,3.01,5,0,226,sports,standard,basic,3.98,0
desktop,new,evening,weekday,5.74,4,0,198,books,standard,basic,4.55,0
mobile,returning,afternoon,weekend,4.14,7,0,8,electronics,express,extended,4.19,1
mobile,new,afternoon,weekday,3.53,2,0,234,books,express,extended,4.1,0
mobile,new,evening,weekend,3.71,7,1,117,sports,standard,basic,4.42,0
desktop,new,night,weekend,0.4,9,2,306,sports,express,basic,4.45,0
desktop,new,afternoon,weekday,2.5,5,0,235,sports,standard,extended,3.98,0
desktop,returning,morning,weekday,10.27,10,0,26,beauty,standard,basic,4.14,1
mobile,returning,morning,weekday,4.62,5,1,5,books,standard,basic,4.18,1
mobile,new,morning,weekend,4.14,7,0,69,fashion,express,basic,4.45,0
mobile,new,evening,weekday,3.88,4,0,273,beauty,express,basic,4.51,0
mobile,new,night,weekend,2.94,7,0,129,fashion,standard,basic,4.18,0
desktop,new,night,weekday,4.28,7,1,194,sports,express,basic,4.71,0
desktop,new,evening,weekday,4.25,10,0,263,electronics,express,basic,4.6,0
mobile,new,morning,weekday,0.4,2,0,313,beauty,standard,basic,4.31,0
mobile,new,night,weekday,5.15,2,0,202,sports,standard,basic,4.11,0
mobile,new,afternoon,weekday,7.19,4,0,56,fashion,standard,basic,4.15,0
desktop,new,afternoon,weekday,2.06,2,0,116,fashion,standard,basic,3.43,0
desktop,new,evening,weekday,4.03,7,1,236,fashion,next_day,basic,3.44,1
mobile,new,morning,weekday,6.65,3,1,44,home,express,extended,4.45,0
desktop,new,evening,weekday,3.28,9,1,154,fashion,standard,extended,3.68,0
mobile,new,night,weekday,4.61,6,0,138,fashion,standard,basic,3.86,0
mobile,new,evening,weekday,12.99,7,0,133,beauty,standard,extended,4.05,1
tablet,new,evening,weekday,5.23,5,0,350,books,standard,extended,4.09,0
mobile,new,afternoon,weekend,3.64,4,0,347,sports,standard,basic,4.17,0
mobile,returning,morning,weekday,6.95,10,0,2,fashion,standard,extended,3.96,1
desktop,returning,evening,weekday,7.53,13,1,12,books,standard,basic,4.77,1
mobile,new,evening,weekday,2.51,6,1,330,sports,standard,basic,4.5,0
desktop,new,night,weekday,0.55,10,0,91,sports,standard,basic,4.69,0
mobile,returning,morning,weekend,6.05,9,1,20,beauty,standard,basic,4.34,1
mobile,returning,afternoon,weekday,6.86,6,0,24,electronics,standard,extended,4.22,1
mobile,new,afternoon,weekday,2.88,2,0,297,home,standard,extended,4.18,0
mobile,new,evening,weekday,7.35,5,0,321,beauty,standard,basic,4.11,0
mobile,new,evening,weekday,7.23,4,0,39,fashion,standard,basic,4.11,1
mobile,new,night,weekday,5.63,5,0,86,electronics,next_day,extended,3.93,0
desktop,new,afternoon,weekday,3.91,3,0,86,fashion,standard,extended,4.36,0
mobile,new,afternoon,weekday,0.4,3,0,341,home,standard,basic,4.93,0
mobile,new,morning,weekend,3.63,5,0,295,electronics,standard,basic,4.14,0
mobile,new,afternoon,weekday,0.4,5,0,123,home,standard,basic,4.37,0
mobile,new,afternoon,weekday,0.4,6,0,45,sports,standard,basic,4.42,0
mobile,returning,evening,weekend,6.86,9,1,16,fashion,express,extended,4.51,1
desktop,new,afternoon,weekend,7.16,11,0,226,electronics,next_day,extended,4.7,0
mobile,new,afternoon,weekday,0.4,3,0,45,electronics,standard,extended,4.53,0
desktop,new,evening,weekend,4.36,8,0,187,fashion,standard,basic,4.07,0
tablet,returning,evening,weekday,5.16,9,0,8,sports,express,extended,4.14,1
mobile,new,afternoon,weekend,2.89,6,1,359,home,standard,extended,4.48,0
mobile,new,afternoon,weekday,0.61,7,0,93,sports,standard,extended,3.92,0
mobile,new,evening,weekday,6.7,6,0,91,books,express,extended,4.34,0
desktop,returning,evening,weekday,3.36,13,0,9,fashion,standard,basic,3.7,1
mobile,returning,evening,weekday,1.11,6,0,15,home,standard,basic,3.96,0
desktop,returning,morning,weekday,2.61,6,1,13,beauty,standard,basic,4.55,1
desktop,new,afternoon,weekday,5.21,6,1,294,beauty,standard,basic,4.28,0
desktop,new,night,weekday,3.94,6,2,114,fashion,next_day,basic,4.26,0
mobile,new,afternoon,weekday,2.18,4,0,142,fashion,standard,extended,4.06,0
tablet,new,afternoon,weekend,4.61,4,0,243,home,standard,basic,3.99,0
mobile,returning,night,weekday,5.5,7,0,5,home,standard,basic,4.12,0
mobile,new,morning,weekday,0.4,8,0,97,fashion,standard,basic,4.16,1
mobile,new,evening,weekday,5.49,2,0,129,electronics,standard,extended,4.05,0
tablet,returning,night,weekday,7.28,6,0,13,home,standard,extended,3.8,0
desktop,new,morning,weekday,3.94,6,0,318,sports,standard,basic,4.14,0
desktop,new,evening,weekday,4.11,8,0,127,home,standard,extended,4.11,0
mobile,new,afternoon,weekday,7.98,4,0,187,electronics,express,extended,4.63,0
tablet,returning,night,weekday,3.61,5,1,7,fashion,standard,extended,4.42,1
mobile,returning,night,weekday,4.45,7,0,19,sports,next_day,extended,4.23,0
mobile,new,night,weekend,4.2,3,0,288,sports,standard,basic,4.17,0
tablet,returning,morning,weekday,5.4,9,1,20,electronics,standard,extended,4.38,0
mobile,returning,evening,weekday,4.63,9,1,2,beauty,next_day,basic,4.45,1
mobile,returning,night,weekend,4.99,9,0,20,beauty,express,extended,4.15,1
desktop,returning,evening,weekday,9.19,9,0,6,home,standard,basic,4.09,0
mobile,new,evening,weekday,6.1,12,1,318,electronics,standard,basic,3.49,0
mobile,returning,morning,weekend,4.64,6,1,24,home,express,extended,4.43,0
mobile,new,night,weekday,1.69,2,0,331,books,standard,extended,4.72,0
mobile,returning,morning,weekend,3.56,7,1,14,fashion,standard,extended,3.86,1
desktop,new,afternoon,weekday,6.5,5,0,125,fashion,standard,extended,4.51,0
desktop,returning,night,weekday,2.65,11,2,8,electronics,express,extended,4.17,1
mobile,returning,night,weekday,10.35,6,2,9,electronics,standard,basic,4.71,1
mobile,new,night,weekday,3.43,6,0,272,books,standard,extended,4.38,0
mobile,returning,afternoon,weekend,1.91,7,0,2,books,next_day,basic,4.79,0
desktop,new,morning,weekday,5.08,8,1,92,electronics,standard,basic,4.16,1
tablet,new,afternoon,weekend,1.82,5,1,167,books,express,basic,4.67,0
tablet,new,morning,weekday,3.12,9,2,298,electronics,standard,basic,4.63,1
mobile,returning,night,weekend,1.63,8,0,14,home,express,extended,4.45,1
mobile,new,evening,weekend,3.4,5,0,354,home,standard,extended,4.14,1
mobile,new,afternoon,weekday,0.4,8,0,48,fashion,standard,basic,3.5,0
desktop,new,morning,weekend,2.94,9,0,79,beauty,standard,extended,4.25,0
mobile,new,afternoon,weekend,1.76,4,1,164,home,express,basic,3.99,0
desktop,new,night,weekday,3.45,2,0,125,fashion,standard,extended,4.25,1
mobile,returning,evening,weekday,3.6,5,2,12,books,standard,basic,4.25,1
mobile,returning,morning,weekday,5.17,5,0,14,fashion,standard,basic,3.77,0
mobile,returning,morning,weekday,7.16,5,2,25,electronics,express,extended,3.8,1
mobile,new,afternoon,weekday,4.26,8,0,174,books,express,basic,4.42,0
mobile,returning,morning,weekday,7.53,8,2,6,beauty,standard,basic,4.4,1
mobile,new,night,weekday,2.75,4,0,173,fashion,standard,basic,4.08,0
desktop,new,evening,weekday,5.58,10,2,183,fashion,express,basic,4.12,1
mobile,new,morning,weekday,4.76,3,0,102,electronics,standard,basic,3.83,0
mobile,new,evening,weekday,6.62,3,0,297,fashion,standard,basic,3.88,0
desktop,new,afternoon,weekend,2.97,5,0,328,fashion,standard,basic,3.78,0
desktop,returning,afternoon,weekend,7.16,10,0,9,beauty,standard,extended,4.26,1
mobile,new,evening,weekend,2.1,4,0,259,beauty,next_day,basic,4.09,0
desktop,new,morning,weekday,3.0,2,0,257,books,standard,basic,4.18,0
tablet,returning,afternoon,weekday,4.05,3,0,13,books,standard,extended,4.55,0
desktop,returning,evening,weekend,7.15,7,0,22,fashion,express,extended,3.7,0
desktop,new,night,weekday,1.92,6,2,31,books,standard,extended,4.64,0
mobile,new,afternoon,weekday,1.51,6,1,217,sports,next_day,extended,3.97,1
tablet,new,evening,weekday,2.55,2,1,286,books,standard,extended,4.81,0
mobile,new,morning,weekday,3.6,2,0,254,home,next_day,extended,4.64,0
tablet,new,evening,weekday,2.23,6,1,35,fashion,express,extended,4.1,1
desktop,new,afternoon,weekday,5.05,4,1,216,fashion,express,basic,4.22,1
mobile,returning,evening,weekend,4.45,7,1,11,books,standard,basic,4.7,1
mobile,new,morning,weekday,4.88,2,1,64,beauty,express,basic,4.47,0
desktop,new,night,weekday,4.33,3,1,207,books,express,basic,4.5,0
desktop,new,night,weekday,7.88,6,2,114,sports,standard,basic,3.8,0
mobile,returning,afternoon,weekday,5.35,8,1,13,fashion,standard,basic,4.64,1
desktop,new,evening,weekend,2.34,5,0,215,fashion,express,extended,3.91,0
desktop,new,morning,weekday,3.75,9,1,289,books,next_day,basic,4.48,0
mobile,new,evening,weekday,4.44,9,2,206,electronics,express,extended,4.52,1
mobile,returning,afternoon,weekday,2.89,5,0,8,home,standard,extended,3.64,0
mobile,returning,morning,weekend,7.99,6,0,17,books,express,extended,4.35,1
desktop,new,evening,weekend,4.45,11,1,279,electronics,standard,basic,4.44,1
mobile,new,afternoon,weekday,2.45,7,0,174,fashion,standard,extended,3.46,0
desktop,new,afternoon,weekday,4.58,10,2,223,beauty,express,extended,4.37,1
mobile,new,afternoon,weekend,1.6,6,1,260,sports,express,basic,4.1,0
desktop,returning,morning,weekday,7.53,6,1,26,beauty,express,basic,4.04,1
mobile,new,morning,weekday,5.61,9,0,321,electronics,standard,basic,4.19,0
mobile,new,evening,weekday,4.67,9,1,274,electronics,standard,extended,4.44,1
desktop,returning,evening,weekday,7.44,7,1,51,fashion,express,extended,4.17,1
mobile,returning,morning,weekday,4.05,6,1,7,fashion,standard,basic,3.39,0
mobile,new,afternoon,weekday,0.64,8,0,252,fashion,next_day,extended,4.56,0
tablet,new,evening,weekday,3.22,8,0,182,sports,next_day,basic,3.82,0
tablet,new,evening,weekday,3.35,6,0,243,electronics,next_day,extended,4.03,0
desktop,returning,evening,weekday,1.62,7,1,8,sports,next_day,extended,3.5,1
mobile,returning,afternoon,weekday,2.58,8,0,16,books,standard,basic,4.8,0
desktop,returning,evening,weekend,3.32,7,1,4,home,standard,extended,3.63,0
desktop,returning,evening,weekday,3.69,4,1,22,home,express,extended,4.24,1
mobile,new,afternoon,weekday,6.8,4,0,165,electronics,standard,basic,3.88,0
mobile,new,morning,weekday,4.58,6,0,307,home,express,extended,4.08,0
desktop,new,morning,weekday,6.53,11,1,71,fashion,standard,basic,4.27,1
mobile,returning,evening,weekday,6.57,6,0,11,fashion,express,basic,3.65,0
desktop,new,morning,weekday,6.47,3,0,167,home,standard,basic,4.01,0
tablet,new,evening,weekday,4.46,9,0,100,electronics,express,basic,4.31,0
desktop,new,evening,weekend,8.08,5,1,186,fashion,standard,basic,3.45,0
mobile,returning,afternoon,weekend,2.21,3,0,20,home,express,basic,3.55,0
mobile,returning,evening,weekend,5.06,11,2,5,beauty,next_day,extended,4.21,1
mobile,returning,evening,weekday,3.55,14,2,12,electronics,standard,basic,4.12,0
mobile,new,morning,weekend,6.61,6,1,207,electronics,standard,extended,4.32,0
desktop,returning,evening,weekend,7.08,13,1,14,fashion,standard,basic,3.7,1
desktop,returning,afternoon,weekend,7.99,7,0,4,beauty,standard,basic,4.1,0
mobile,returning,afternoon,weekend,1.85,5,0,22,beauty,express,extended,4.18,0
mobile,returning,evening,weekend,4.43,7,0,4,electronics,express,basic,4.26,0
desktop,returning,evening,weekend,2.15,11,0,24,home,standard,basic,3.84,0
mobile,returning,afternoon,weekday,5.56,6,1,17,books,standard,extended,4.21,0
mobile,new,night,weekday,2.6,8,1,36,home,next_day,basic,4.54,0
mobile,new,evening,weekday,5.49,4,0,230,beauty,express,basic,4.19,0
desktop,new,evening,weekday,4.67,5,0,351,home,standard,basic,4.49,0
mobile,returning,morning,weekday,0.4,4,0,20,books,standard,basic,4.17,0
desktop,returning,afternoon,weekday,2.01,13,0,5,books,standard,extended,4.16,0
mobile,new,afternoon,weekday,4.17,3,1,316,electronics,express,basic,4.11,0
desktop,new,evening,weekday,5.88,9,0,77,fashion,express,basic,4.19,1
mobile,returning,afternoon,weekend,0.65,5,1,47,electronics,express,basic,4.73,0
mobile,returning,evening,weekday,5.02,7,0,12,sports,express,basic,3.75,0
mobile,returning,afternoon,weekday,3.16,10,0,14,electronics,express,extended,3.91,0
mobile,new,evening,weekday,1.57,3,0,262,books,standard,extended,4.64,0
mobile,returning,evening,weekday,4.32,5,1,7,electronics,standard,extended,4.24,0
mobile,returning,evening,weekday,5.46,7,3,2,home,standard,basic,4.34,1
mobile,new,evening,weekday,2.72,3,0,256,fashion,next_day,extended,3.73,0
mobile,new,night,weekday,0.4,3,1,175,beauty,standard,extended,4.24,0
tablet,returning,morning,weekday,5.04,7,1,24,beauty,standard,basic,3.96,1
mobile,new,evening,weekday,3.16,7,0,53,sports,express,basic,3.89,0
desktop,new,night,weekday,2.23,9,0,157,beauty,standard,basic,4.2,0
tablet,returning,evening,weekend,4.55,10,0,9,beauty,standard,basic,4.53,1
mobile,returning,morning,weekend,4.07,5,0,27,sports,express,basic,3.78,0
desktop,new,night,weekday,4.29,5,0,85,books,next_day,basic,4.61,0
desktop,returning,morning,weekend,4.98,6,0,17,sports,standard,extended,4.1,0
desktop,new,afternoon,weekend,4.55,9,0,77,sports,standard,basic,3.62,0
mobile,returning,morning,weekend,4.7,2,1,2,beauty,next_day,basic,4.71,0
mobile,new,afternoon,weekday,5.22,3,0,227,books,express,extended,4.5,0
mobile,returning,afternoon,weekday,8.13,3,2,7,beauty,express,basic,4.03,1
mobile,returning,afternoon,weekday,4.77,9,1,23,books,standard,basic,4.47,0
tablet,new,night,weekday,2.19,5,0,137,sports,standard,basic,3.65,0
tablet,new,afternoon,weekday,0.98,5,0,255,electronics,standard,extended,4.17,0
mobile,returning,afternoon,weekday,6.66,8,1,8,electronics,standard,basic,4.29,0
desktop,new,night,weekday,2.3,4,0,162,sports,express,basic,4.42,0
mobile,new,evening,weekend,8.83,9,2,64,home,express,extended,3.86,1
tablet,new,morning,weekday,9.34,6,0,172,home,express,extended,4.0,0
mobile,returning,morning,weekend,4.35,9,1,6,books,standard,extended,4.14,1
tablet,new,evening,weekend,0.4,7,1,315,beauty,standard,extended,4.56,0
desktop,new,evening,weekend,6.27,8,1,257,fashion,express,extended,4.26,0
mobile,returning,evening,weekend,9.61,14,1,8,home,standard,basic,3.98,1
mobile,new,morning,weekday,1.24,2,0,156,electronics,standard,basic,4.21,0
desktop,new,evening,weekday,8.59,10,1,266,home,standard,basic,3.9,0
mobile,new,evening,weekend,0.4,5,0,310,books,standard,basic,4.46,0
mobile,new,evening,weekday,1.35,5,0,217,electronics,standard,basic,4.5,0
tablet,new,night,weekday,4.15,2,0,64,sports,standard,basic,4.32,0
desktop,returning,evening,weekday,8.04,9,1,16,sports,express,basic,4.12,0
mobile,new,evening,weekday,4.26,6,0,72,electronics,standard,basic,4.29,0
mobile,returning,evening,weekday,6.14,9,0,9,sports,standard,basic,4.47,1
mobile,new,evening,weekday,6.22,5,0,96,sports,standard,extended,3.79,0
tablet,new,afternoon,weekday,6.06,4,0,46,beauty,standard,basic,4.84,0
mobile,new,afternoon,weekday,2.49,6,0,286,fashion,standard,extended,4.33,0
mobile,new,evening,weekday,2.39,9,0,246,fashion,standard,basic,3.8,0
mobile,returning,evening,weekday,7.41,9,1,13,home,standard,basic,3.94,0
tablet,new,afternoon,weekday,4.75,7,0,158,fashion,standard,extended,4.31,0
mobile,new,morning,weekday,5.04,5,0,245,fashion,next_day,extended,4.42,0
desktop,new,evening,weekday,3.21,9,0,208,books,standard,extended,4.67,0
desktop,returning,evening,weekday,7.24,12,2,17,sports,standard,extended,4.25,1
desktop,new,afternoon,weekend,1.9,2,0,191,sports,next_day,basic,3.95,0
tablet,returning,afternoon,weekday,5.32,11,0,1,books,express,extended,4.16,1
desktop,new,afternoon,weekend,4.93,10,1,215,electronics,express,extended,4.02,1
tablet,new,night,weekday,4.05,3,0,299,fashion,standard,extended,4.2,0
mobile,returning,night,weekday,6.44,6,1,30,home,next_day,extended,4.07,1
desktop,new,evening,weekday,2.46,7,0,168,beauty,standard,extended,4.25,0
mobile,new,afternoon,weekend,5.42,9,0,279,electronics,express,basic,3.91,0
mobile,returning,evening,weekday,5.24,4,0,7,sports,express,basic,4.49,0
desktop,new,afternoon,weekday,3.04,10,1,240,electronics,standard,basic,3.98,0
tablet,new,night,weekday,0.72,6,1,241,beauty,next_day,extended,4.42,0
desktop,new,morning,weekday,8.17,4,0,123,home,next_day,basic,3.66,0
mobile,new,morning,weekend,3.35,8,1,116,home,standard,extended,4.45,1
mobile,returning,evening,weekend,4.75,4,1,6,fashion,standard,basic,4.19,0
mobile,new,morning,weekday,1.6,4,1,79,electronics,express,basic,3.97,1
mobile,returning,evening,weekday,7.49,6,0,28,books,standard,basic,4.13,0
mobile,returning,evening,weekday,7.32,6,1,8,books,standard,basic,4.47,0
